,User,Date Created,Number of Likes,Source of Tweet,Tweet
4004,CuponeandoPRnet,2023-01-30 23:29:09+00:00,0,Make (formerly Integromat),"Plushie de Dragón a solo $12 ""clipeando"" el cupón y usando el código TPZJEMZH en Amazon Prime:👉🏼   https://t.co/0gqStruTCz (Reg.$30) ¡Tiene 60% ahorro! 👀 Oferta por tiempo limitado. #AmazonInfluencer (Exp.022823) https://t.co/C8SARfj0lB"
4005,FamilyToyDeals,2023-01-30 23:28:52+00:00,3,Twitter for Android,"IAMS Adult Minichunks Small Kibble High Protein Dry Dog Food with Real Chicken, 30 lb. Bag AD

One time purchase $41.86

Subscription price with coupon $25.67

#DogsAreFamily #AmazonPrime

https://t.co/Z7DnsS4mPs https://t.co/TnTIyTWZxZ"
4006,MattLaslo,2023-01-30 23:28:48+00:00,1,Twitter Web App,@1undauntedrival @amazon @amazon_policy Can we even call it @amazon 'prime' anymore?
4007,Maddal7,2023-01-30 23:28:48+00:00,1,Twitter for Android,@WilliamDevllin I literally just finished The Boys (f#cked up but thoroughly enjoyable) on Amazon Prime and now trying to decide what to begin next. Might just cave and start it...
4008,beomiemoles,2023-01-30 23:27:17+00:00,1,Twitter for Android,"@piece_jiaer De nada amg.
Ah! As vezes na Amazon tem uns livros bons na parte de gratuitos. Tem só que ficar sempre olhando lá pra poder pegar algo interessante. 
E se você for assinante Amazon prime, tem uma parte chamada Prime Reader que tbm tem livros grátis. Já peguei uns bons por lá."
4009,echoedwings,2023-01-30 23:26:29+00:00,6,Twitter for Android,Hey friends if you have an Amazon prime account did you know that you can subscribe to my twitch for free every month and give a suffering artist $2.25 of Jeff bez0s' money
4010,NowMyNews,2023-01-30 23:26:01+00:00,0,Nowmy Tweets,"Amazon offers free grocery delivery with some Prime orders
https://t.co/wovat4MXuT

#BusinessNews https://t.co/ENjpSpZHDr"
4011,CuponeandoPRnet,2023-01-30 23:23:55+00:00,0,Make (formerly Integromat),24 Llaveros Pop-It! a solo $7 con el código 50HYFR4W en Amazon Prime:👉🏼   https://t.co/l2iSmGMWl9 (Reg.$15) ¡Tiene 53% ahorro! 👀 Oferta por tiempo limitado. #AmazonInfluencer (Exp.021023) https://t.co/rRDrgsiqxU
4012,jmayerich,2023-01-30 23:23:37+00:00,0,Twitter Web App,@YahooFinance @BrookeDiPalma Wait until Amazon increases prime membership to $360
4013,qooqoo07,2023-01-30 23:23:35+00:00,0,Botbird tweets,"映画『jam』

▷ https://t.co/gDWKS3XWuy

#町田啓太  #青柳翔  #鈴木伸之

大切な彼女が瀕死の重傷を負ってしまい、毎日彼女の意識回復だけを望むタケル（町田啓太）
善いこと貯金をすれば、彼女の意識が戻るのではないかと信じて――

Amazon Prime videoで観れます"
4014,ahoradescontos,2023-01-30 23:22:48+00:00,1,Twitter Web App,"▶️ Case para Nintendo Switch, versão Deluxe - Zelda Breath of the Wild – Sheikah Eye, cinza
❗ [Loja: Amazon]

💰 Por R$119,00 Em até 2x sem juros + FRETE grátis Prime
🔗 Acesse: https://t.co/umQTtqhzHP https://t.co/T7XYkivnJ3"
4015,MaxNPalmer,2023-01-30 23:22:43+00:00,3,Typefully,"These were 7 projects humans completed FAST:

• The iPod
• Boeing 747
• Disneyland
• The Apollo 8
• Amazon Prime
• The Berlin Airlift
• Empire State Building

Still don't have enough time to do your project?"
4016,MaxNPalmer,2023-01-30 23:22:33+00:00,0,Typefully,"Amazon Prime

Speedy delivery never used to be a thing at Amazon.

But in late 2004, the idea was first implemented.

6 weeks later, on Feb 5th, 2005, the product went live.

All it took was 6 weeks to revolutionize online delivery.

Crazy. https://t.co/Q75aSDEZUc"
4017,JK6MYwhPJeDSJqI,2023-01-30 23:22:19+00:00,0,毎日笑顔,"TCL 32型 フルハイビジョン スマートテレビ(Android TV) 32S5200A Amazon Prime Video対応 外付けHDDで裏番組録画対応 2021年モデル 黒 186

人気商品です
https://t.co/ZPYF5a5QsX"
4018,Joelson077,2023-01-30 23:21:55+00:00,0,Twitter for Android,"@DescontosAco @editoranewpop Melhor pra nos que compramos.
Por exemplo One Piece 3 em 1 que eu estou comprando tem alguns volumes na pre venda na Panini por 84, 90, e hoje eu consegui comprar o volume 5 na Amazon prime por 52, reais e 93 centavos, ou seja eu fiz o que eu pude, se eu tiver condições de compra"
4019,Hayor_S,2023-01-30 23:20:59+00:00,0,Twitter for iPhone,@OKings101 @preshsantos Amazon Prime Video
4020,Lady_Fabi,2023-01-30 23:20:36+00:00,0,Twitter for Android,"@marquito_bbq @aagripinaa @PrimeVideoLat No, Amazon Prime no habilita el alquiler para Paraguay. Google si tiene habilitado vía Google TV . Por otra parte 👀 a mi si me deja reproducir y hasta bajar para ver offline. https://t.co/8DEBdFeJT5"
4021,ss222pp,2023-01-30 23:20:32+00:00,0,Botbird tweets,"AmazonのPrime会員向けに

嵐のRecord Memoriesが
独占配信開始！

⇒https://t.co/HfTbmlpd8k

嵐が5人だから見られた景色
観客が5人と一緒に見た景色を記録した
嵐に初のライブ・フィルム

プライム会員30日間無料
⇒https://t.co/YQBVlngFVc

#ARASHI #嵐5x20FILM #嵐 
1/31/8:20"
4022,whoelsebutmitch,2023-01-30 23:20:07+00:00,3,Twitter for Android,"The 31 Days of @FilmFanStevie 
29/31:ARGENTINA 1985 (2022,Amazon Prime)
⭐⭐⭐⭐1/2
Loved this. Incredibly compelling reflection on a revolutionary piece of legal history. Ricardo Darin is still one of the best actors in the game."
4023,boqli1,2023-01-30 23:20:01+00:00,0,sociaI,"Your Amazon packages 🎁shipped faster for free 
One month #free #Amazon Prime trial
students get 6 month 👀 free
click to signup

https://t.co/F1UgctObvD https://t.co/HNA3bRGBg0"
4024,BRMaycock,2023-01-30 23:18:31+00:00,4,Twitter Web App,"Amazon prime’s tagline for their comedy section says ‘fits of laughter guaranteed’. 

Me: hmmm … great tagline …  🤫😉 #feelgood 

https://t.co/zDu2N8acWv"
4025,GracePamelaCA,2023-01-30 23:18:22+00:00,1,Twitter for iPhone,@UrbanDecay Sweet valley high on Amazon prime
4026,filminuciasmx,2023-01-30 23:18:02+00:00,0,Twitter for Android,"Disponible en Amazon Prime para España.
O también aquí puedes verla:
👉https://t.co/J7kGbiF9XB https://t.co/w1DOpsZ8pq"
4027,71Nightmare,2023-01-30 23:17:12+00:00,1,Twitter for Android,"@Panterax59 Netflix, Amazon Prime et ADN"
4028,digitalcube_,2023-01-30 23:17:10+00:00,0,Twitter Web App,"i just noticed when you purchase a tv show season on amazon prime, they hide the SD version and only show the more expensive HD version when both of them look the same on your laptop. mfer, i paid an extra $15 for nothing."
4029,diclofenac123,2023-01-30 23:17:05+00:00,0,Twitter for Android,"@DanielRiolo si tu peux parler des tarifs abusifs des abonnement bein sport,rmc et amazon prime pour regarder le foot. La raison pour laquelle tout le monde préfère le piratage."
4030,Magyar4Steven,2023-01-30 23:17:03+00:00,6,Twitter for iPhone,"Cuando el negocio va mal hay que hacer cosas como la que acaba de anunciar $AMZN para rentabilizar

A partir del 28 de Feb, para que los pedidos de Amazon Fresh salgan gratuitos tienen que ser miembros Prime y mínimo pedido de 150$, antes 35$

Costes envío &lt;150$ entre 3,95-9,95$ https://t.co/hyr1s1g0bB"
4031,mongoyon,2023-01-30 23:16:00+00:00,1,Twitter for Android,@jhonyf998 En una página que ni me sé el nombre pero está en Amazon Prime
4032,TshirtPainter,2023-01-30 23:15:30+00:00,0,TweetDeck,"#Waialua Bay #Hawaii Surfing T-Shirt #AmazonPrime #Amazon shirts hoodies tanks  Click on brand name TheTshirtPainter for all shirts  https://t.co/LpcPnMoHRS  

https://t.co/OWElOiljB0"
4033,abc27,2023-01-30 23:15:30+00:00,0,TweetDeck,"Amazon is axing free grocery delivery for Prime members on orders less than $150.

https://t.co/eg8UZOf1ny"
4034,2kidsandacoupon,2023-01-30 23:15:09+00:00,0,Twitter Web App,"Find out about other great Amazon Prime #freebies. https://t.co/7YY2hrsSUX

Not a Prime member? Get a free trial here. https://t.co/kNRK2tKyCM #affiliate"
4035,2kidsandacoupon,2023-01-30 23:15:08+00:00,0,Twitter Web App,"Got #AmazonPrime? Get a year free of Grubhub+ w/ unlimited $0 delivery on eligible orders from favorite restaurants. For a limited time NOW through Feb. 14th, get 20% off an order of $20+, up to $20 w/ code COZY20 at checkout! Learn more https://t.co/4xKqhRPsDe #affiliate https://t.co/SrxprTVFyV"
4036,NftBully,2023-01-30 23:15:07+00:00,3,Twitter for iPhone,"@yohaie2000 @DisneyPlus @OnlyMurdersHulu I have Netflix, Hulu, Disney, paramount, peacock, hbo max, Apple TV, discovery, Amazon prime and it’s still cheaper than cable.. too bad I work so much I don’t watch much tv 😂"
4037,cultbehavior,2023-01-30 23:14:56+00:00,1,Twitter for iPhone,amazon prime is not amazon priming like it used to
4038,Oriana_Perea,2023-01-30 23:14:21+00:00,0,Twitter for Android,"@10Solera No lo pude ver,pero por lo visto no m perdí de nada.porque aparte el tío pone la retransmisión solo para suscriptores y obvio no le voy a regalar mi prime de Amazon"
4039,MSW_researcher,2023-01-30 23:14:13+00:00,3,Twitter Web App,"@mistressembee @DuchessSexpert @amazon Exactly this. I live rurally and Prime used to still be super speedy. Now, nope. Prime and not-prime arrive basically at the same time."
4040,momo51222032,2023-01-30 23:13:53+00:00,0,gas_bot01,"Amazon Prime
対象チャンネルが2ヶ月10円
正月番組に飽きたらhttps://t.co/eAOMChZafv
0131: 0813
#ad"
4041,RabbitPlay_,2023-01-30 23:13:53+00:00,1,Twitter for Android,"¡Hoy  #Stream de #Titanfall2 #Titanfall
7:00 P.M. Hora Centro Mx! 🇲🇽
https://t.co/swN3RtGouN
Continuamos la campaña🔥y si sobra tiempo un Apex 
Recuerda suscribirte a mi canal de #Twitch con #AmazonPrime       Es totalmente gratis y me ayudas mucho❤"
4042,ONewsflash,2023-01-30 23:13:34+00:00,0,Revive Social App,Amazon has 143 billion reasons to keep adding more perks to Prime https://t.co/3H7R9cf1VK
4043,bellathecaptain,2023-01-30 23:13:16+00:00,4,Twitter for iPhone,parece a capa de um filme de comédia/drama do amazon prime
4044,socsbert,2023-01-30 23:12:54+00:00,1,Twitter Web App,"Qué maravilla es ""Un extraño enemigo"" en su temporada 2.

Deseos exacerbados de que se realice una tercera temporada. Tremenda joya en Amazon Prime."
4045,khrizia,2023-01-30 23:12:43+00:00,13,Twitter for iPhone,"Oigan soy muy feliz, mi maestro el Dr. Graham y yo hicimos un capítulo en el Anuario de Derecho Internacional en Español 2022 y sale gratis con Amazon Prime, bájenlo aquí mero:
https://t.co/ofFLEx07eO"
4046,nickyplaza15,2023-01-30 23:12:24+00:00,0,Twitter for iPhone,Me hice un amazon prime solo para ver twilight
4047,apple_kun_kun,2023-01-30 23:10:57+00:00,0,twittbot.net,"めちゃくちゃ便利！！

Fire TV Stick - Alexa対応音声認識リモコン(第3世代)付属 

#アレクサ
#firetvstick
#アマプラ
#Amazonプライム
#アマゾンプライム
#amazonprime
#Amazon

こちら！
https://t.co/wchi7ADJWX"
4048,K0320m_tyouryou,2023-01-30 23:10:54+00:00,0,Twitter Web App,"＃怪しいメール
#Amazon
今日も詐欺メールが来ました「Prime」の利用云々に対するメールらしいが「Prime」ってなんだかわからんのでググってみたらアマゾンプライムのことらしい、拙は基本的にNHKを除く放送、動画に金銭を払う気が無いので契約は絶対にしない。 https://t.co/n55jMYyPzr"
4049,BeingSalander,2023-01-30 23:09:35+00:00,0,Twitter for Android,"@2ndclassb1tch Amazon prime si lo tienes, sino, descargarlo por páginas de dudosa legalidad"
4050,Anthony_Verdot,2023-01-30 23:09:16+00:00,2,Twitter for Android,"Episode 3 #TheLastOfUsHBO
Probablement le plus bel épisode d'une série. Ça brise le cœur et en même c'est si beau, si poétique. Ce final, cette musique... Je m'en remets pas. @AmazonPrime_RP https://t.co/4vRocnct4V"
4051,PoznajcieXinga,2023-01-30 23:08:46+00:00,2,Twitter for Android,"Właśnie obejrzałem czwarty raz Wszystko wszędzie naraz - i to w kinie (2 raz). Wiem, że jest na Amazon Prime, ale co duży ekran to duży ekran 🥰"
4052,promobyte_,2023-01-30 23:08:03+00:00,0,Twitter Web App,"[Amazon] Controle P/ Nsw Powera 1511370-01 com fio, - Nintendo Switch, Black Matte

🚀 Compre aqui👇
🛒 https://t.co/WL0LARLiZu

🔥 R$131,00 em até 2x

📦 Frete Grátis Prime https://t.co/m2AmMTQCac"
4053,adrianmcmenamin,2023-01-30 23:07:26+00:00,1,Twitter for iPhone,@BMacMathghamha TTSS was/is BBC iPlayer but SP was Amazon Prime (not free but not expensive either)
4054,DoMidlife,2023-01-30 23:06:53+00:00,0,Twitter for Android,"⚡️Amazon Promo Code!⚡️
Potty Chair for Children

✅️ WAS: $20.99
💥 NOW: 53% OFF until 2/2 WSL
🔗 https://t.co/i700yXVLiG 

😯 If doesn't auto-apply use #PromoCode: 53WN6ZCD

#Ad #AmazonPrime #potty #Children #MondayFunday #mondaythoughts #Deals #discounts #couponcode #coupon https://t.co/PMO5HCWhJp"
4055,Karina19618033,2023-01-30 23:06:47+00:00,0,Twitter for Android,"@ceeemillo 😂😂 he's an actor from the United Kingdom and the show is called the paradise, you can see it on Amazon prime"
4056,santiacunha015,2023-01-30 23:06:45+00:00,0,Twitter for Android,@nathaliabelenf Amazon prime
4057,SteMerlo,2023-01-30 23:05:54+00:00,2,Twitter for iPhone,@TuttounCircus Ho appena visto una trashata con Jennifer Lopez su Amazon prime! È appena uscito
4058,FreedomForMD,2023-01-30 23:05:40+00:00,0,Twitter Web App,"@NapalmDef @Matt1Caine Exactly.
Also, that surplus was because of new taxes that Hogan opposed. Taxes that should have been put into place when taxable offline services like video rentals (Netflix, Amazon Prime) and advertising (craigslist, etc.) switched to the internet."
4059,tpwkcamryn,2023-01-30 23:05:14+00:00,0,Twitter for iPhone,"amazon: “we’re sorry for the delay.”
y’all gone have to give me my money back or something man. this junk was on prime it’s was supposed to be here today. https://t.co/N2KUphSQ8a"
4060,BobMasingale,2023-01-30 23:04:46+00:00,1,Twitter Web App,"@RADennyAuthor Or you can watch the series.

The first season is available on Amazon's Prime Video. You can watch the second and third seasons with free trials for AMC, Shudder or Sundance.

As I recall, the second season is where the main characters travel back in time ... like Outlander."
4061,hanchou0120,2023-01-30 23:04:35+00:00,0,hanchanss,"➡おすすめのAmazonprimeのアニメです

✔第3話 王都への旅立ち
https://t.co/cSs5s4ITZ2
#ad"
4062,CuponeandoPRnet,2023-01-30 23:04:15+00:00,0,Make (formerly Integromat),Set de Maletas American Tourister - Minnie a solo $93 en Amazon Prime:👉🏼   https://t.co/gme3PXZDYc (Reg.$200) ¡Tiene 54% ahorro! 👀 Oferta por tiempo limitado. #AmazonInfluencer https://t.co/tNzkHucJjN
4063,promobyte_,2023-01-30 23:03:57+00:00,0,Twitter Web App,"[Amazon] Repelente 

🚀 Compre aqui👇
🛒 https://t.co/pNw9HpSDVO

•R$ 5,82 a unidade levando 12 por recorrência e PRIME
•R$ 6,40 a unidade levando 10 e recorrência para PRIME
•R$7,57 a unidade levando múltiplos de 4 e recorrência
•R$10,49 a unidade levando um por recorrência https://t.co/yx2dOssinn"
4064,Doctor_Canales_,2023-01-30 23:03:39+00:00,2,Twitter for Android,"Prisma (serie, Amazon Prime)
No esperaba mucho porque las series italianas en general no me gustan mucho (encima esta del creador de Skam Italia es que...) pero esta me ha llegado a gustar. Una serie de adolescentes explorando su lugar en el mundo, sin más https://t.co/YDcVUHCiNw"
4065,barryg_ii,2023-01-30 23:03:36+00:00,2,Twitter for iPhone,"Is Amazon the Future of Healthcare⁉️
.
@amazon rolled out a new prescription drug service for Prime members called RxPass that will ship generic meds to customers’ homes for a flat monthly fee of $5. https://t.co/P1M28NIEGK"
4066,Kita_B_Man,2023-01-30 23:03:24+00:00,2,Twitter for Android,"@LupinJay010 @KezzachiVA hey so I found the zyuranger, dairanger and kakuranger on Amazon prime but none of the episodes are playing so is this supposed to be here or not? https://t.co/4VAQB1HK3w"
4067,hinatazakasent,2023-01-30 23:02:29+00:00,0,Botbird tweets,"日向坂46　4期生メンバー

清水理央 宮地すみれ 正源司陽子 石塚瑶季 平尾帆夏 山下葉留花 渡辺莉奈 藤嶌果歩 平岡海月 竹内希来里 岸帆夏 小西夏菜実

Amazon Prime Video
✅3年目のデビュー
https://t.co/0Ps6DWJuJI

✅希望と絶望
https://t.co/mWeRsbo0Uw

彼女たちにとって初となるドキュメンタリ"
4068,igor_os777,2023-01-30 23:02:03+00:00,1,dlvr.it,Amazon will soon start charging delivery fees on Fresh grocery orders under $150 https://t.co/enCKFIaePZ #Commerce #Amazon #AmazonPrime #AmazonFresh
4069,JRoachAuthor,2023-01-30 23:01:30+00:00,2,RADAAR,"Prime shipping from Amazon.

#lgbtqia #book #thrillerbooks #readers #nytimes #washingtonpost #OBP https://t.co/LN0kfkpmlA"
4070,PL_JanuszCebula,2023-01-30 23:00:41+00:00,0,Buffer,"#Amazon | JOOLA zestaw do tenisa stołowego Team School
https://t.co/7xfmvJrSvP
💰 87,29 zł

#JanuszCebula #TanioNaAli #AmazonPL #Reklama #AmazonPrime w Polsce https://t.co/00N1zZbe5s  #NowyRok #NowyRok2023 #Prezenty

Sprawdź ceny na #Ceneo https://t.co/yjs7Ohpmcm https://t.co/669Tymfg8R"
4071,ActuGirondins,2023-01-30 23:00:32+00:00,17,Twitter Web App,"𝗠𝗔𝗧𝗖𝗛𝗗𝗔𝗬 ! 🔵⚪️

🆚 Havre
🏟 Matmut Atlantique (Bordeaux)
🏆 Ligue 2 - Journée 21
🕒 20h45
📺 Amazon Prime Video / beIN Sport
📻 @foreverlaradio / @Bleu_Gironde 

𝗤𝘂𝗲𝗹𝘀 𝘀𝗼𝗻𝘁 𝘃𝗼𝘀 𝗽𝗿𝗼𝗻𝗼𝘀𝘁𝗶𝗰𝘀 𝗽𝗼𝘂𝗿 𝗰𝗲 𝗺𝗮𝘁𝗰𝗵 ? 🎲

#FCGBHAC #Girondins https://t.co/NasqW6vjB2"
4072,amt_descontos,2023-01-30 23:00:28+00:00,0,IFTTT,"✨ CUPOM DE DESCONTO AMAZON! ✨

https://t.co/6Z4LuAcnY1
https://t.co/6Z4LuAcnY1
https://t.co/6Z4LuAcnY1

Pegue aqui os melhores cupons de descontos para economizar muito na Amazon!

#Oferta #Cupom #Cupons #Desconto #CupomDeDesconto #Promoção #AmazonPrime #Amazon
 January 30, 2… https://t.co/nKsyiChow5"
4073,SheKnowsSports,2023-01-30 23:00:17+00:00,1,Twitter for iPhone,@c_andrews21 It’s in On Demand on Amazon prime video
4074,Dealify_EU,2023-01-30 23:00:14+00:00,0,cashlinker,"Rieker Damen Sneaker, blau (Gr. 36 - 42) für 24,90€ inkl. Versand (Amazon Prime) für 24,90€! #deals #amazondeals #angebot #schnäppchen https://t.co/FpTmnC8CUO"
4075,cofertasecupons,2023-01-30 23:00:02+00:00,5,Twitter Web App,"🟡 NOTEBOOK ULTRA INTEL CORE I3 4GB RAM 1TB HDD LINUX 14,1 POL FULL HD PRATA | #Amazon:

✅ Por: R$1.799,10
🔗 ACESSE: https://t.co/MTCjq62nZT

🌟 SEJA AMAZON PRIME - FRETE GRÁTIS:
🔗 https://t.co/TZACNRhl45

#OfertasAmazon #AmazonBR
↪️ https://t.co/ur0YKTiVpw https://t.co/fvb9ZdUNqO"
4076,uberbin,2023-01-30 22:59:59+00:00,0,Jetpack.com,"Amazon abrió Buy with Prime a los SMB de USA que quieran usarlos como plataforma de ventas... es el mejor ejemplo de dos cosas:

- El Caballo de Troya sigue existiendo.
- enshittification como concepto es genial (kudos @doctorow) https://t.co/jTkywEgjhU"
